emp_no,first_name,last_name,birth_date,title,from_date,to_date
261631,Jianhua,Huttel,1/8/1965,Engineer,2/23/1998,1/1/9999
261662,Berni,Assaf,1/11/1965,Senior Staff,9/8/1989,1/1/9999
261737,Mark,Lindqvist,1/23/1965,Senior Engineer,11/22/1990,1/1/9999
261986,Gila,Ramsak,1/21/1965,Senior Engineer,5/13/1997,1/1/9999
261990,Volkmar,Czaja,1/16/1965,Staff,4/1/1992,1/1/9999
262154,Wonhee,Vrecion,1/16/1965,Engineer,3/14/1986,8/28/1996
262208,Mrinalini,Holburn,1/16/1965,Senior Staff,5/23/1987,1/1/9999
262210,Chinho,Bottner,1/22/1965,Assistant Engineer,7/29/1985,1/1/9999
262328,Mayuko,Vural,1/3/1965,Staff,12/24/1997,1/1/9999
262439,Lorien,Lagarias,1/30/1965,Staff,10/10/1985,1/1/9999
262440,Subbu,Kaiserswerth,1/7/1965,Assistant Engineer,6/15/1992,3/8/1999
262548,Jixiang,Loncour,1/5/1965,Engineer,3/16/1994,2/20/2001
262636,Tamiya,Reutenauer,1/4/1965,Senior Engineer,6/2/1985,4/10/1992
262741,Izaskun,Moffat,1/19/1965,Staff,4/30/1987,8/14/2001
262752,Pramod,Bierman,1/4/1965,Engineer,12/12/1997,1/1/9999
262861,Kayoko,Attimonelli,1/16/1965,Senior Staff,10/14/1992,1/20/1999
262928,Piyush,Gill,1/1/1965,Senior Engineer,8/31/1990,2/20/1995
263012,Hideo,Buchter,1/9/1965,Staff,5/1/1999,1/1/9999
263186,Danny,Lowrie,1/22/1965,Technique Leader,9/13/1995,1/1/9999
263325,Dinkar,Sinicrope,1/19/1965,Staff,7/14/1985,12/22/1985
263370,Shakhar,Ranze,1/3/1965,Staff,5/29/1999,1/1/9999
263439,Atreye,Kabayashi,1/9/1965,Senior Engineer,12/15/1986,1/1/9999
263645,Mingsen,Lally,1/19/1965,Senior Engineer,12/4/1990,1/1/9999
263649,Mechthild,Zongker,1/17/1965,Senior Staff,7/26/1993,1/1/9999
263721,Abdulah,Horswill,1/3/1965,Engineer,6/12/1999,11/14/2000
263926,Fusako,Schwartzbauer,1/3/1965,Senior Staff,4/7/1985,1/1/9999
264001,Khalil,Mapelli,1/16/1965,Senior Engineer,1/15/1990,4/6/1992
264030,Zdislav,Solares,1/15/1965,Engineer,12/14/1990,1/1/9999
264167,Baoqiu,Tomescu,1/25/1965,Senior Engineer,5/1/1996,1/1/9999
264322,Leandro,Swist,1/3/1965,Senior Staff,1/6/1991,1/1/9999
264626,Noritoshi,Bakhtari,1/13/1965,Senior Staff,2/3/1993,1/1/9999
264715,Siddarth,Luke,1/4/1965,Staff,10/6/1993,7/6/1994
264939,Bogdan,Bahi,1/10/1965,Engineer,2/13/1999,1/1/9999
265039,Navid,Staudhammer,1/3/1965,Staff,10/18/1992,1/1/9999
265521,Kensei,Salverda,1/4/1965,Senior Engineer,5/25/1993,1/1/9999
265558,Susuma,Kleiser,1/31/1965,Staff,8/2/1987,1/1/9999
265794,Miquel,Halloran,1/15/1965,Staff,1/14/1994,1/1/9999
265875,Fan,Marsiglia,1/20/1965,Senior Engineer,9/3/1989,1/1/9999
266206,Zsolt,Anily,2/1/1965,Staff,8/19/1985,1/1/9999
266249,Sumant,Nishimukai,1/15/1965,Senior Staff,3/28/1991,1/1/9999
266310,Zvonko,Serdy,1/23/1965,Staff,6/24/1987,1/1/9999
266644,Anwar,Gubsky,1/8/1965,Senior Staff,8/9/1993,1/1/9999
266689,Parke,Serna,1/24/1965,Senior Engineer,3/29/1985,9/23/1999
266862,Mart,Plumb,1/10/1965,Senior Staff,4/21/1986,1/1/9999
266881,Mokhtar,Sabnani,1/11/1965,Staff,2/4/1997,1/1/9999
266981,Toshimi,Kragelund,1/26/1965,Engineer,2/21/1988,7/5/1994
267059,Moie,Tempesti,1/9/1965,Staff,6/29/1991,1/1/9999
267227,Susuma,Tagansky,1/10/1965,Senior Engineer,1/22/1995,1/1/9999
267304,Jordanka,Axelband,1/6/1965,Senior Staff,6/27/1994,1/1/9999
267504,Mayuri,Flowers,1/2/1965,Staff,5/12/1997,11/7/2000
267667,Irena,Kaiserswerth,1/5/1965,Staff,9/5/1987,1/1/9999
267745,Wojceich,Honglei,1/25/1965,Engineer,12/28/1991,5/1/2000
268043,Narain,Mikschl,1/28/1965,Engineer,11/2/1997,1/1/9999
268191,LiMin,Teitelbaum,1/7/1965,Engineer,11/1/1990,1/1/9999
268890,Somnath,Uhrik,1/4/1965,Engineer,1/14/1988,12/9/1994
269186,Vitali,Dayang,1/23/1965,Technique Leader,9/21/1988,10/21/1992
269568,Rimli,Walston,1/28/1965,Staff,1/28/1996,8/10/1999
269728,Naftali,Kragelund,1/12/1965,Staff,5/16/1987,1/1/9999
270084,Ulises,Frolund,1/11/1965,Staff,7/26/1986,1/1/9999
270716,Shunichi,Baer,1/19/1965,Staff,2/4/1998,1/1/9999
270792,Domenico,Wendorf,2/1/1965,Engineer,9/10/1990,12/28/1992
270794,Dannz,Zhang,2/1/1965,Senior Staff,6/26/1991,1/1/9999
270821,Hatem,Bierbaum,1/21/1965,Staff,3/26/2000,4/11/2000
271106,Taisook,Kampfer,1/10/1965,Engineer,11/30/1997,1/1/9999
271118,Somnath,Nitsche,1/10/1965,Senior Engineer,8/15/1987,10/10/1999
271219,Odoardo,Tyugu,1/16/1965,Engineer,11/7/1994,1/1/9999
271975,Yuchang,Busillo,1/14/1965,Engineer,3/30/1986,11/14/1989
272141,Tsutomu,Neiman,1/13/1965,Senior Staff,7/31/1996,1/1/9999
272285,Gully,Mitchem,1/19/1965,Staff,1/22/1986,1/1/9999
272316,Surveyors,Muhling,1/5/1965,Engineer,7/19/1999,1/1/9999
272452,Mitsuyuki,Isard,1/10/1965,Engineer,2/27/2002,1/1/9999
272599,Holgard,Hegner,1/16/1965,Senior Staff,7/15/1993,1/1/9999
272860,Minghong,Candan,2/1/1965,Assistant Engineer,2/10/1994,1/1/9999
273159,Divine,Hofmeyr,1/26/1965,Technique Leader,4/14/1989,1/1/9999
273274,Yolla,Kobara,1/8/1965,Engineer,12/29/1995,4/16/1997
273286,Brigham,Asmuth,1/26/1965,Senior Engineer,1/23/1989,1/1/9999
273396,Wayne,Baba,1/10/1965,Engineer,3/7/1998,1/1/9999
273806,Hongzhu,Beetstra,1/1/1965,Senior Staff,1/24/1991,8/18/1997
273858,Gunilla,Matzen,1/13/1965,Staff,12/28/1990,1/1/9999
274071,Mingsen,Weiland,1/1/1965,Staff,10/12/1995,1/1/9999
274271,Prodip,Ritcey,1/10/1965,Staff,9/10/1986,1/1/9999
274369,Ranga,Waymire,1/29/1965,Senior Staff,1/27/1997,1/1/9999
274813,Yefim,Pettey,1/10/1965,Staff,8/7/1993,1/1/9999
275158,Satyanarayana,Brandsma,1/7/1965,Engineer,12/8/1999,1/1/9999
275263,Vojin,Laventhal,1/21/1965,Senior Engineer,10/18/1991,1/1/9999
275444,Limsoon,Leppanen,1/16/1965,Senior Engineer,1/21/1993,1/1/9999
275495,Shen,Yamaashi,1/13/1965,Staff,2/19/1995,1/1/9999
275801,Ayakannu,Heinisuo,1/22/1965,Senior Staff,6/28/1986,1/1/9999
275881,Jiann,Munro,1/8/1965,Senior Engineer,5/18/1988,1/1/9999
275994,Uma,Prampolini,1/29/1965,Senior Engineer,2/21/1991,1/1/9999
276027,Holgard,Stavenow,1/4/1965,Senior Staff,2/28/1986,1/1/9999
276184,Mari,Swick,1/10/1965,Senior Staff,4/8/1991,1/1/9999
276186,Sajjad,Vecchi,1/30/1965,Staff,6/2/1993,1/1/9999
276189,Isaac,Klerer,1/10/1965,Staff,3/19/1995,1/1/9999
276445,Atilio,Randi,1/27/1965,Senior Engineer,7/2/1988,1/1/9999
276472,Hideyuki,Flanders,1/27/1965,Engineer,11/10/1988,1/1/9999
276563,Gift,Solares,1/1/1965,Senior Staff,8/1/1995,1/1/9999
276868,Alois,Sanella,1/19/1965,Staff,3/13/1998,1/1/9999
276922,Yongmin,Sidje,1/18/1965,Engineer,6/9/1998,10/31/2001
277316,Vitali,Rothenberg,1/3/1965,Senior Staff,10/4/1989,1/1/9999
277362,Uzi,Kugler,1/9/1965,Senior Staff,1/12/1991,1/1/9999
277420,Rayond,Schach,1/16/1965,Senior Engineer,4/22/1995,1/1/9999
277777,Herbert,Itzigehl,1/27/1965,Senior Engineer,7/4/1990,1/1/9999
277829,Michaela,Fandrianto,1/22/1965,Senior Engineer,6/2/1986,1/1/9999
277926,Shaunak,Solovay,1/13/1965,Senior Staff,12/26/1992,1/13/1994
278239,Boaz,Bottner,1/19/1965,Staff,2/6/1994,1/1/9999
278386,Caolyn,Poujol,1/15/1965,Technique Leader,12/3/1995,1/1/9999
278452,Sudhanshu,Toyoshima,1/7/1965,Staff,8/29/1987,1/1/9999
278484,Koldo,Peternell,1/25/1965,Staff,11/5/1992,4/6/1993
278536,Munenori,Shobatake,1/14/1965,Senior Staff,1/10/1992,1/1/9999
278549,Jaana,Werthner,1/2/1965,Staff,7/27/1989,1/1/9999
278883,Hidefumi,Saoudi,1/22/1965,Engineer,9/15/1990,5/18/1996
278953,Jeanna,Ghandeharizadeh,1/26/1965,Senior Engineer,8/11/1990,1/1/9999
279115,Maren,DuCasse,1/5/1965,Engineer,11/29/1997,1/1/9999
279280,Niranjan,Debuse,1/9/1965,Senior Engineer,9/21/1992,1/1/9999
279384,Hugo,Comte,1/24/1965,Senior Staff,6/30/1992,12/5/1993
279791,Chiranjit,Lyonns,1/10/1965,Engineer,12/24/1986,1/1/9999
280029,Vasilii,Verhaegen,1/7/1965,Staff,3/25/1991,4/24/1991
280070,Niteen,Ebeling,1/24/1965,Staff,3/29/1988,1/1/9999
280291,Lenore,Badache,1/26/1965,Staff,11/24/1998,1/1/9999
280411,Hironoby,Farrar,1/18/1965,Technique Leader,11/3/1987,11/12/1996
280420,Jahangir,Hofting,1/31/1965,Staff,9/28/1986,1/1/9999
280525,Kish,Herbst,1/13/1965,Staff,8/18/1996,1/1/9999
280648,Heeju,Lorys,1/4/1965,Senior Engineer,12/27/1986,1/1/9999
280836,Ipke,Farrar,1/16/1965,Senior Engineer,3/4/1991,12/3/1999
281180,Phillip,Fontet,1/11/1965,Staff,9/3/1991,2/7/1998
281570,Zijian,Covnot,1/8/1965,Assistant Engineer,9/13/1994,1/1/9999
281692,Khosrow,Sommen,1/6/1965,Senior Engineer,3/3/1990,1/1/9999
281834,Fumitake,Marchegay,1/16/1965,Assistant Engineer,9/29/1991,6/12/1997
281848,Parke,Staylopatis,1/29/1965,Senior Engineer,7/31/1993,1/1/9999
281859,Masanao,Papastamatiou,1/17/1965,Senior Engineer,11/25/1985,1/1/9999
282000,Hideo,Ratnakar,1/6/1965,Engineer,6/13/1985,3/20/1998
282191,Alper,Shinomoto,1/16/1965,Engineer,10/20/1997,1/1/9999
282333,Nahla,Serdy,1/25/1965,Staff,9/9/1993,1/1/9999
282343,Xinglin,Haldar,1/13/1965,Senior Staff,7/20/1988,1/1/9999
282547,Nahum,Codenie,1/18/1965,Engineer,6/14/1999,1/1/9999
282585,Zijian,Lammel,1/3/1965,Staff,7/1/1996,1/1/9999
282699,Candida,Felcyn,1/28/1965,Engineer,8/4/1986,5/25/2002
282862,Chenxi,Pusterhofer,1/30/1965,Staff,6/2/1996,7/12/2000
282894,Fay,Bellmore,1/5/1965,Engineer,5/3/1989,1/1/9999
283041,Nathalie,Foote,1/4/1965,Senior Engineer,7/20/1991,6/20/1992
283138,Cullen,Mikschl,1/19/1965,Senior Staff,1/16/1990,3/11/1990
283168,Sanjai,Kopetz,1/15/1965,Assistant Engineer,4/19/1999,5/21/1999
284045,Fun,Seiwald,2/1/1965,Engineer,6/24/1994,2/15/2000
284300,Ishfaq,Mahmud,1/22/1965,Staff,11/29/1991,1/1/9999
284431,Pintsang,Fujisawa,1/25/1965,Staff,4/16/1996,1/1/9999
284561,Duri,Beznosov,1/3/1965,Senior Engineer,2/15/1988,1/1/9999
284687,Oksana,Redmiles,1/15/1965,Engineer,6/22/1985,1/1/9999
284691,Theron,Ressouche,1/4/1965,Senior Engineer,8/17/1988,1/1/9999
284711,Martijn,Azevdeo,1/21/1965,Senior Engineer,2/10/1988,1/1/9999
284717,Gal,Ranta,1/11/1965,Engineer,11/7/1992,1/1/9999
284856,Moto,Kobara,1/5/1965,Senior Engineer,12/12/1991,1/1/9999
284954,Anneke,Hammerschmidt,1/16/1965,Engineer,1/30/1996,1/1/9999
285149,Nahum,Schahn,1/20/1965,Senior Engineer,2/17/1998,3/15/2000
285164,Xiaocheng,Kumaresan,1/2/1965,Staff,10/3/1994,1/1/9999
285318,Theron,Ravishankar,1/9/1965,Engineer,12/27/1991,10/9/1999
285396,Lena,Kohling,1/27/1965,Senior Engineer,10/4/1986,1/1/9999
285905,Kellyn,Bage,1/9/1965,Senior Staff,11/4/1994,1/1/9999
285906,Arnould,Buescher,1/2/1965,Engineer,3/26/1998,1/1/9999
286026,Utpal,Zaumen,1/21/1965,Staff,2/25/1991,1/1/9999
286029,Jaques,Nanard,1/28/1965,Staff,7/16/1996,1/1/9999
286370,Toshimitsu,Seuren,1/6/1965,Senior Staff,1/19/1995,1/1/9999
286452,Behnaam,Bierbaum,1/26/1965,Engineer,1/31/1999,1/1/9999
286573,Nahum,Nishimukai,1/27/1965,Engineer,7/29/1994,1/1/9999
286779,Sigeru,Versino,1/24/1965,Engineer,8/31/1998,1/1/9999
286986,Woody,Trelles,1/1/1965,Senior Engineer,5/23/1996,1/1/9999
287323,Steve,Dengi,2/1/1965,Staff,9/15/1999,1/1/9999
287327,Youjian,Felder,1/13/1965,Staff,7/15/1993,1/1/9999
287334,Elliott,Speer,1/5/1965,Engineer,8/8/1998,1/1/9999
287436,Sasan,Deville,1/2/1965,Technique Leader,10/11/1994,4/25/2001
287482,Shigeaki,Gihr,1/1/1965,Senior Engineer,3/18/1994,1/1/9999
287583,Jovan,Hockney,1/18/1965,Senior Engineer,6/21/1990,1/1/9999
287609,Sailaja,Negoita,1/6/1965,Senior Engineer,1/20/1988,1/1/9999
287713,Aamod,Ranka,1/23/1965,Senior Staff,12/7/1992,1/1/9999
287808,Vidar,Ozeki,1/9/1965,Technique Leader,6/17/1996,1/1/9999
287822,Mooi,Perfilyeva,1/24/1965,Engineer,1/4/1999,9/4/2000
287983,Randi,Munos,1/23/1965,Senior Staff,9/7/1990,1/1/9999
287984,Troy,Kobuchi,1/9/1965,Engineer,2/12/1991,1/1/9999
288028,Kauko,Narwekar,1/22/1965,Senior Engineer,12/16/1985,1/1/9999
288134,IEEE,VanScheik,1/11/1965,Staff,2/11/1992,11/20/1993
288142,Shay,Heystek,1/25/1965,Staff,4/1/1989,1/1/9999
288166,Masoud,Asmuth,1/11/1965,Staff,9/5/1994,1/1/9999
288560,Yifei,Birjandi,1/16/1965,Senior Staff,2/7/1994,1/1/9999
288563,Cristinel,Gerlach,1/2/1965,Senior Engineer,1/9/1996,1/1/9999
288606,Susumu,Swiss,1/21/1965,Senior Staff,11/15/1991,1/1/9999
288665,Horward,Khasidashvili,1/31/1965,Senior Engineer,11/19/1998,1/1/9999
288848,Vivian,Hennebert,1/31/1965,Staff,4/10/1991,6/11/1994
288893,Bedrich,Rosenbaum,1/30/1965,Senior Engineer,1/27/1991,1/1/9999
289122,Nikolaus,Akaboshi,1/21/1965,Staff,9/20/1990,7/4/1995
289454,Bowen,Narwekar,1/20/1965,Senior Engineer,3/8/1985,1/1/9999
289687,Fai,Maccarone,1/31/1965,Staff,10/30/1985,1/1/9999
289807,Soenke,Lemarechal,1/4/1965,Staff,9/4/1994,1/1/9999
289909,Hilari,Vecchio,1/9/1965,Staff,4/24/1993,1/1/9999
290009,Zijian,Rindone,1/22/1965,Senior Staff,7/9/1989,1/1/9999
290010,Fox,Lodder,1/11/1965,Staff,2/17/1988,1/29/1994
290075,Boalin,Byoun,1/15/1965,Senior Staff,10/1/1990,1/1/9999
290284,Kwangjo,Menhardt,1/8/1965,Engineer,1/11/1996,1/1/9999
290441,Gregory,Collavizza,1/25/1965,Staff,9/9/1987,1/1/9999
290467,Shaowen,Poulakidas,1/29/1965,Senior Staff,4/15/1987,1/1/9999
290478,Tsvetan,Sherertz,1/3/1965,Assistant Engineer,8/7/1989,1/1/9999
290563,Shigehiro,Oxenboll,1/9/1965,Senior Engineer,2/26/1986,1/1/9999
290769,Lalit,Blokdijk,1/26/1965,Senior Engineer,2/1/1999,1/1/9999
291349,Constantijn,Rusterholz,1/19/1965,Staff,8/28/1998,11/13/1998
291352,Danai,Trelles,1/7/1965,Technique Leader,4/17/1992,8/26/1997
291368,Gita,Rodier,1/3/1965,Staff,8/24/1990,4/27/1994
291612,Siamak,Gomatam,1/30/1965,Engineer,7/8/1998,1/1/9999
291669,Faiza,Bach,1/4/1965,Engineer,9/13/1999,1/1/9999
291755,Ebru,Doering,1/29/1965,Assistant Engineer,8/27/1994,4/6/2001
291819,Uriel,Georg,1/13/1965,Staff,6/8/1991,6/22/1999
292110,Menkae,Showalter,1/23/1965,Senior Engineer,8/9/1996,1/1/9999
292146,Khatoun,Pulkowski,1/9/1965,Engineer,1/9/2002,1/1/9999
292210,Masaru,Huhdanpaa,1/17/1965,Engineer,11/23/1996,1/1/9999
292374,Shridhar,Chvatal,1/15/1965,Staff,10/2/1989,5/9/1990
292404,Hongzue,Zultner,1/28/1965,Senior Staff,2/22/1990,1/1/9999
292504,Georgi,Bednarek,1/27/1965,Senior Engineer,3/2/1994,1/1/9999
292515,Bernd,Thummel,1/4/1965,Engineer,8/3/1989,1/1/9999
292828,Ziya,Tokunaga,1/10/1965,Senior Engineer,1/8/1986,1/1/9999
292901,Shuky,Journel,1/2/1965,Senior Engineer,2/14/1985,4/27/1995
293080,Hideyuki,Slaats,1/12/1965,Senior Staff,5/30/1987,1/1/9999
293154,Syozo,Maliniak,1/21/1965,Senior Staff,6/6/1993,1/1/9999
293280,Moti,Steenbeek,1/24/1965,Engineer,1/22/1987,1/1/9999
293329,Fumiya,Griswold,1/15/1965,Senior Engineer,6/12/1986,1/1/9999
293746,Sanjay,Litecky,1/25/1965,Engineer,8/27/1995,1/1/9999
293752,Jungsoon,Bail,1/4/1965,Staff,2/18/1986,1/1/9999
294144,Takanari,Ermel,1/9/1965,Staff,1/11/1992,1/1/9999
294241,Marl,Fiebach,1/12/1965,Senior Staff,7/26/1994,1/1/9999
294446,Claudi,Ruemmler,1/27/1965,Staff,8/13/1999,1/1/9999
294461,Siddarth,Rosiles,1/14/1965,Senior Engineer,11/18/1985,1/1/9999
294527,Ashish,Candan,1/4/1965,Senior Staff,2/2/1992,1/1/9999
294652,Hironobu,Brodie,1/27/1965,Senior Engineer,9/17/1985,12/21/1998
294791,Vesna,Lammel,1/28/1965,Assistant Engineer,10/8/1999,1/1/9999
294857,Caolyn,Ozeri,1/15/1965,Senior Engineer,7/29/1986,1/1/9999
294996,Tomoyuki,Vigier,2/1/1965,Senior Staff,7/8/1991,3/8/2000
295030,Fun,Keirsey,1/1/1965,Senior Staff,7/9/1985,1/1/9999
295236,Kauko,Fujisawa,1/24/1965,Senior Engineer,9/13/1987,1/1/9999
295254,Xuejun,Pfau,1/15/1965,Staff,7/24/1985,1/1/9999
295255,Jacopo,Bellone,1/4/1965,Technique Leader,3/13/1988,1/1/9999
295262,Moon,Pews,1/22/1965,Assistant Engineer,8/6/1994,1/1/9999
295268,Eben,Calkin,1/28/1965,Staff,12/19/1996,1/1/9999
295278,Val,Barvinok,1/4/1965,Senior Engineer,1/2/1990,1/1/9999
295411,Chiranjit,Serot,1/18/1965,Staff,4/4/1997,1/1/9999
295476,Shawna,Chiodo,1/19/1965,Engineer,1/22/1999,4/5/1999
295857,Kankanahalli,Ciolek,1/17/1965,Staff,12/26/1989,1/1/9999
296062,Shaz,Driscoll,1/29/1965,Staff,10/3/1998,1/1/9999
296303,Mariangiola,Heyers,1/28/1965,Technique Leader,8/4/1992,1/1/9999
296428,Charmane,Simmen,1/3/1965,Staff,3/7/1989,1/1/9999
296610,Pranav,Berztiss,1/25/1965,Senior Engineer,10/6/1990,9/9/1996
296621,Bokyung,Plump,1/2/1965,Technique Leader,7/5/1986,4/27/1989
296664,Dipayan,Geffroy,1/31/1965,Senior Engineer,9/17/1987,1/1/9999
296687,Palash,Spieker,1/2/1965,Staff,5/11/1991,1/1/9999
296718,Kamakshi,Bahl,1/30/1965,Senior Engineer,12/22/1987,1/1/9999
296962,Wilmer,Luke,1/28/1965,Technique Leader,2/13/1987,2/15/1999
297008,Boutros,Awdeh,1/20/1965,Staff,11/7/1985,7/11/1988
297232,Lokesh,Saoudi,1/16/1965,Senior Staff,5/25/1999,1/1/9999
297243,Tesuya,Mansanne,1/13/1965,Senior Staff,10/8/1993,6/1/1997
297431,Cathie,Ratnakar,1/12/1965,Senior Staff,6/23/1996,1/1/9999
297474,Irena,Terkki,1/13/1965,Staff,3/11/1998,1/1/9999
297804,Vasilis,Ginneken,1/16/1965,Engineer,9/13/1985,4/8/1990
297905,Marc,Bahl,1/12/1965,Assistant Engineer,6/18/1997,1/1/9999
297954,Sailaja,Fujisaki,1/13/1965,Assistant Engineer,7/24/1995,1/1/9999
298339,King,Benzmuller,1/11/1965,Senior Engineer,9/4/1986,1/1/9999
298479,Kamakshi,Badache,1/24/1965,Staff,6/11/1996,3/11/1999
298577,Florina,Litecky,1/11/1965,Senior Staff,12/2/1985,1/1/9999
298953,Zita,Syang,2/1/1965,Staff,12/29/1998,1/1/9999
299346,Fumitake,Sichman,1/9/1965,Senior Staff,2/21/1991,1/1/9999
299580,Luisa,Itzfeldt,1/21/1965,Engineer,1/23/1997,1/1/9999
299718,Denny,Shobatake,1/15/1965,Staff,6/22/1997,1/1/9999
299737,Patricio,Itzfeldt,2/1/1965,Staff,5/21/1985,1/1/9999
400046,Hilari,Christ,1/12/1965,Senior Staff,10/7/1996,1/1/9999
400344,Yishai,Sessa,1/4/1965,Engineer,8/21/1996,9/30/2000
400358,Angus,Jullig,1/31/1965,Senior Engineer,4/13/1989,1/1/9999
400683,Kamakshi,Manders,1/28/1965,Staff,8/5/1995,1/1/9999
400780,Poornachandra,Asser,1/9/1965,Engineer,11/7/1993,1/1/9999
400796,Bodo,Halevi,1/10/1965,Engineer,5/30/1996,1/1/9999
401154,Danae,Kragelund,1/27/1965,Senior Staff,5/20/1987,1/1/9999
401278,Oguz,Schurmann,1/16/1965,Engineer,11/11/1986,1/1/9999
401333,Martins,Shokrollahi,1/30/1965,Senior Engineer,11/4/1986,1/1/9999
401364,Pranay,Kambil,1/16/1965,Senior Staff,7/30/1999,4/6/2002
401420,Florian,Uhrig,1/6/1965,Senior Staff,1/31/1987,1/1/9999
401574,Yannik,Falco,1/13/1965,Technique Leader,1/15/1988,1/1/9999
402025,Shigehito,Duclos,1/20/1965,Senior Engineer,9/20/1987,1/1/9999
402102,Kersti,Granlund,1/21/1965,Engineer,3/19/1995,1/1/9999
402223,Fai,Breugel,1/30/1965,Staff,2/27/1995,10/8/1999
402664,Subhada,Janetzko,1/4/1965,Senior Engineer,1/25/1987,1/1/9999
402718,Jeanna,Rettelbach,1/17/1965,Senior Engineer,2/14/1990,1/1/9999
402827,Weidon,Pollacia,1/28/1965,Senior Staff,2/27/1988,3/24/2002
403010,Toshimitsu,Sluis,1/16/1965,Senior Engineer,2/18/1985,1/1/9999
403237,Muneo,Gunderson,1/1/1965,Engineer,12/8/1985,9/19/1993
403455,Marko,Velardi,1/25/1965,Engineer,11/22/1992,8/27/2001
403621,Deborah,Kaminger,1/7/1965,Staff,6/4/1988,1/1/9999
403644,Krisda,Hainaut,1/19/1965,Senior Staff,7/8/1995,1/1/9999
403954,Jeanna,Bratten,1/10/1965,Engineer,7/26/1990,1/1/9999
404018,Valery,Babb,1/11/1965,Senior Engineer,10/19/1998,1/1/9999
404236,Zengping,Kakkar,1/12/1965,Senior Engineer,7/22/1988,1/1/9999
404462,Anestis,Setlzner,1/9/1965,Engineer,7/13/1985,1/1/9999
404573,Eberhardt,Spelt,1/31/1965,Staff,7/5/1997,1/1/9999
404755,Manu,Junet,1/13/1965,Senior Staff,4/20/1991,1/1/9999
404788,Basem,Beausoleil,1/16/1965,Engineer,3/16/1998,1/1/9999
404879,Jeanne,Kaminger,1/12/1965,Engineer,7/21/1987,4/21/1991
405015,Morris,Fargier,1/2/1965,Staff,6/29/1988,1/1/9999
405063,Yechezkel,Yurov,1/26/1965,Senior Engineer,11/16/2001,1/1/9999
405372,Masami,Merro,1/24/1965,Staff,9/23/1988,8/31/1999
406125,Georgi,Portugali,1/25/1965,Technique Leader,9/27/1987,1/1/9999
406239,Marek,Tomescu,1/9/1965,Senior Engineer,5/15/1995,1/1/9999
406249,Naraig,Snyers,1/23/1965,Senior Engineer,12/3/1986,5/19/1992
406299,Kitty,Kolvik,1/25/1965,Engineer,10/7/1991,4/29/1995
406537,Martien,Ranum,1/30/1965,Senior Engineer,3/15/1993,5/18/1999
406564,Parviz,Picco,1/25/1965,Engineer,4/16/1995,1/1/9999
406714,Malu,Ossenbruggen,2/1/1965,Senior Staff,11/21/1986,1/1/9999
406847,Alexius,Crouzet,1/24/1965,Staff,10/5/1999,1/1/9999
407522,Tommaso,Raczkowsky,1/25/1965,Staff,8/29/1996,1/1/9999
407837,Fei,Erez,2/1/1965,Engineer,4/2/1988,1/1/9999
408019,Shridhar,Chleq,1/1/1965,Engineer,3/22/1986,1/1/9999
408114,Geoffrey,Ladret,1/5/1965,Engineer,1/3/1994,1/1/9999
408163,Irene,Sethi,1/21/1965,Senior Engineer,8/12/2000,1/1/9999
408417,Tsz,Daescu,1/19/1965,Staff,9/28/1994,1/1/9999
408435,Bikash,Vilarrasa,1/18/1965,Staff,3/26/1999,12/29/2000
408437,Uno,Solares,1/29/1965,Senior Staff,9/22/1994,1/1/9999
408447,Mayuri,Werthner,1/13/1965,Staff,2/20/2001,1/1/9999
408654,Yongqiao,Cochrane,1/9/1965,Senior Staff,10/27/1986,1/1/9999
408953,Jolita,Claffy,1/26/1965,Senior Engineer,12/24/1993,1/1/9999
409112,Sahrah,Mitchem,1/10/1965,Staff,3/28/1991,5/18/2002
409391,Willard,Verspoor,1/6/1965,Engineer,2/28/1999,1/1/9999
409712,Etsuo,Andreotta,1/23/1965,Engineer,3/28/1992,6/23/2000
409798,Dekang,Tsunoo,1/15/1965,Technique Leader,1/19/1995,1/1/9999
409805,Frazer,Candan,1/15/1965,Senior Engineer,3/5/1999,1/1/9999
409898,Divier,Ishibashi,2/1/1965,Senior Engineer,9/22/1989,1/1/9999
410028,Xiadong,McClurg,1/11/1965,Staff,9/17/1985,1/1/9999
410372,Duri,Mitina,1/8/1965,Senior Engineer,3/4/1990,1/1/9999
410433,Kazuhisa,Riesenhuber,1/19/1965,Senior Engineer,10/6/1992,1/1/9999
410592,Tonia,Shigei,1/1/1965,Staff,3/13/1993,1/12/1997
410616,Gudjon,Kalorkoti,1/18/1965,Senior Engineer,4/14/1994,1/1/9999
410703,Kitty,Halloran,1/14/1965,Staff,11/20/1997,1/18/2002
410804,Ronnie,Denos,1/17/1965,Engineer,6/8/1992,1/1/9999
410881,Koichi,Grabner,1/6/1965,Senior Engineer,4/5/2000,1/1/9999
411070,Otmar,Brandsma,1/29/1965,Senior Engineer,5/28/1987,1/1/9999
411082,Martine,Cangellaris,1/8/1965,Engineer,4/28/1992,1/1/9999
411143,Goncalo,Barbanera,1/8/1965,Senior Staff,9/1/1996,1/1/9999
411727,Weiwu,Lamma,1/9/1965,Staff,11/5/1997,11/26/2000
411906,Anneli,Pappas,2/1/1965,Engineer,7/4/1998,9/19/1998
412315,Geoff,Peck,1/2/1965,Staff,1/8/1999,3/26/1999
